"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CA2",3.95544961903249e-137,0.898780178879004,0.417,0.069,7.48212849936185e-133,"0","CA2"
"ITPRIP",1.78526462481642e-136,0.457590674187112,0.32,0.029,3.37700656430274e-132,"0","ITPRIP"
"FILIP1",5.28686199106176e-136,0.716974336391628,0.512,0.108,1.00006281422924e-131,"0","FILIP1"
"SULF2",1.48633632689286e-135,0.531245681729605,0.391,0.056,2.81155379595054e-131,"0","SULF2"
"TMEM173",8.92560925434315e-135,0.612548575787827,0.506,0.107,1.68836824655155e-130,"0","TMEM173"
"MGST2",1.35719553774111e-133,0.785930710692754,0.715,0.248,2.56727107919108e-129,"0","MGST2"
"NUAK1",1.67358723615705e-133,0.563939759591292,0.351,0.042,3.16575761591468e-129,"0","NUAK1"
"IFITM2",2.045805121432e-133,0.965388597774289,0.97,0.601,3.86984496770077e-129,"0","IFITM2"
"EFNB1",1.1982278218841e-132,0.392998964077005,0.287,0.021,2.26656774787597e-128,"0","EFNB1"
"TCN2",1.61179599128246e-132,0.518540715025425,0.368,0.049,3.04887329710991e-128,"0","TCN2"
"MTRNR2L10",2.30184367008927e-132,1.72726396813851,0.888,0.457,4.35416748634086e-128,"0","MTRNR2L10"
"TAX1BP3",3.61658903778336e-132,0.704443943044957,0.569,0.153,6.84113982387101e-128,"0","TAX1BP3"
"ITGA10",6.46845580087875e-132,0.434353640521928,0.267,0.016,1.22357309929422e-127,"0","ITGA10"
"RHOJ",8.71138848328678e-132,0.362114146654578,0.255,0.012,1.64784624549853e-127,"0","RHOJ"
"EPHB4",1.54607491255653e-131,0.378375038125308,0.266,0.016,2.92455530459192e-127,"0","EPHB4"
"CNN3",3.5292688086261e-131,0.87503958449417,0.769,0.279,6.67596487839713e-127,"0","CNN3"
"CLIC4",3.95678689620913e-131,0.654163281207287,0.543,0.136,7.48465809286918e-127,"0","CLIC4"
"H3F3A",4.97767564173118e-131,0.882419108303892,0.989,0.905,9.4157712438987e-127,"0","H3F3A"
"NEAT1",5.57380256339957e-131,1.08825033833332,0.996,0.938,1.05434049289266e-126,"0","NEAT1"
"APLNR",1.1141717271872e-130,0.626596452028401,0.314,0.031,2.1075672391473e-126,"0","APLNR"
"CX3CL1",1.94130775653104e-130,0.446259734671896,0.277,0.019,3.67217775225412e-126,"0","CX3CL1"
"MSX1",6.24731654968256e-130,0.387346259714385,0.252,0.012,1.18174239853795e-125,"0","MSX1"
"RASGRP3",1.08122968436045e-128,0.567914851446308,0.397,0.064,2.04525407093623e-124,"0","RASGRP3"
"GFOD2",2.80112025601046e-128,0.477779403496656,0.355,0.047,5.29859907626939e-124,"0","GFOD2"
"GALNT18",3.14785770318951e-128,0.408174988026515,0.274,0.019,5.95448763135328e-124,"0","GALNT18"
"CRIM1",4.18522174944564e-128,0.604165636210849,0.423,0.074,7.91676546125137e-124,"0","CRIM1"
"CDKN1A",6.14784199649342e-128,1.11787237994968,0.751,0.325,1.1629257920567e-123,"0","CDKN1A"
"MAP4K4",7.13198367510125e-128,0.620874770703609,0.481,0.105,1.34908603198215e-123,"0","MAP4K4"
"FXYD6",3.37410853621292e-127,0.657083405823568,0.577,0.138,6.38246370710036e-123,"0","FXYD6"
"NES",1.77541551898405e-126,0.504132383359316,0.342,0.043,3.35837599571023e-122,"0","NES"
"FCGRT",1.1485071247634e-125,0.837702485370857,0.774,0.322,2.17251607720244e-121,"0","FCGRT"
"MTRNR2L12",3.38483214008425e-125,1.76599056279267,0.937,0.578,6.40274847618337e-121,"0","MTRNR2L12"
"CEP68",3.7052987579999e-125,0.431079720863311,0.332,0.04,7.00894313063261e-121,"0","CEP68"
"LRRC8A",4.25204083655846e-125,0.526968976551987,0.366,0.053,8.04316044643398e-121,"0","LRRC8A"
"EGR1",4.6834969151833e-125,1.18695786307694,0.787,0.336,8.85930276476073e-121,"0","EGR1"
"PTPRN2",6.39770624106868e-125,0.423670558754798,0.291,0.026,1.21019011256055e-120,"0","PTPRN2"
"GNAQ",1.02108242786881e-124,0.64281284391499,0.503,0.12,1.93147952055663e-120,"0","GNAQ"
"SASH1",1.60115071541292e-124,0.465324357616439,0.357,0.049,3.02873669327509e-120,"0","SASH1"
"LEPROT",2.57736345755215e-124,0.8010037104597,0.656,0.233,4.87534071630566e-120,"0","LEPROT"
"PDGFB",2.85168981442919e-123,0.408169528396615,0.262,0.018,5.39425645297426e-119,"0","PDGFB"
"RHOB",2.93488545504878e-123,0.964739510901083,0.78,0.333,5.55162932677026e-119,"0","RHOB"
"INHBB",2.96656607278215e-123,0.520843674860817,0.271,0.021,5.61155638327471e-119,"0","INHBB"
"SNRK",6.40880983179609e-123,0.538393103561193,0.412,0.074,1.21229046778255e-118,"0","SNRK"
"EID1",1.11197452046863e-122,0.842771722358175,0.844,0.428,2.10341100291846e-118,"0","EID1"
"PREX1",4.46663664630731e-122,0.50905200710027,0.353,0.049,8.44908988015491e-118,"0","PREX1"
"TSPAN15",1.24778021322784e-121,0.519341005503687,0.326,0.04,2.36030105134178e-117,"0","TSPAN15"
"IVNS1ABP",4.84453241533119e-121,0.835579372305508,0.504,0.128,9.16391751684049e-117,"0","IVNS1ABP"
"MYO6",7.25158422381905e-121,0.526249110736957,0.413,0.077,1.37170967177761e-116,"0","MYO6"
"LIFR",9.43286381155755e-121,0.369152222122637,0.259,0.018,1.78432051859423e-116,"0","LIFR"
"HLA-C",1.42595546776584e-120,0.885198647406629,0.999,0.964,2.69733736282587e-116,"0","HLA-C"
"PCGF2",3.3645464335837e-120,0.427635272209245,0.343,0.046,6.36437603376693e-116,"0","PCGF2"
"PTPRG",4.53817642264173e-120,0.585107642057393,0.444,0.092,8.58441452106909e-116,"0","PTPRG"
"CD40",5.8009275355894e-120,0.553194278561076,0.415,0.079,1.09730345263209e-115,"0","CD40"
"HEY1",7.18680571351539e-120,0.699878431494376,0.339,0.046,1.35945616876857e-115,"0","HEY1"
"NAV1",4.20815340675676e-119,0.371096555356135,0.263,0.02,7.96014298422109e-115,"0","NAV1"
"RND1",4.57097193175894e-119,0.656489841823573,0.32,0.04,8.6464505061152e-115,"0","RND1"
"TNFRSF4",6.44421768913041e-119,0.613227753968643,0.369,0.057,1.21898821807591e-114,"0","TNFRSF4"
"MSN",9.9844669949249e-119,0.720365977575786,0.642,0.22,1.88866177675999e-114,"0","MSN"
"PTPN12",1.41275072765776e-118,0.598517051020428,0.464,0.105,2.67235927643742e-114,"0","PTPN12"
"UTRN",1.89719676562933e-118,0.814811710909244,0.566,0.171,3.58873740186443e-114,"0","UTRN"
"MYH9",5.85046632336556e-118,0.720612104360546,0.683,0.253,1.10667420972783e-113,"0","MYH9"
"ACTN4",3.63707947808413e-117,0.707258786679211,0.665,0.235,6.87989954074395e-113,"0","ACTN4"
"DYNC1LI2",4.1566592679011e-117,0.574701133295671,0.477,0.113,7.86273667116171e-113,"0","DYNC1LI2"
"THSD7A",4.15868762965211e-117,0.497117231516975,0.309,0.036,7.86657352024993e-113,"0","THSD7A"
"VGLL4",4.67135512475893e-117,0.557436378130459,0.479,0.114,8.836335353994e-113,"0","VGLL4"
"PIK3R3",2.24632643390623e-116,0.678880863093028,0.481,0.114,4.24915108237703e-112,"0","PIK3R3"
"B2M",2.72174731951177e-116,0.716944440635823,1,0.999,5.14845722958846e-112,"0","B2M"
"TNFSF10",5.05890267063746e-116,0.655024603948437,0.453,0.102,9.56942029177782e-112,"0","TNFSF10"
"RHOA",5.66197673376297e-116,0.794180355762524,0.897,0.525,1.0710195189586e-111,"0","RHOA"
"TGFBR3",9.65744105213239e-116,0.411624029350062,0.285,0.028,1.82680154942136e-111,"0","TGFBR3"
"DDX5",1.12911510674114e-115,0.807188880792871,0.972,0.763,2.13583413591154e-111,"0","DDX5"
"DAB2",1.53032588504434e-115,0.529161754699867,0.39,0.068,2.89476444414987e-111,"0","DAB2"
"SNTB2",1.99889843893356e-114,0.44848241805673,0.309,0.038,3.78111628708673e-110,"0","SNTB2"
"SGK1",5.93505062484757e-114,0.677744680448521,0.501,0.126,1.12267417619617e-109,"0","SGK1"
"KLF10",2.22564028818747e-113,0.764689073667985,0.53,0.156,4.21002116913541e-109,"0","KLF10"
"STAT3",9.82858557497905e-113,0.877553868800666,0.657,0.26,1.85917524736304e-108,"0","STAT3"
"APOL3",3.12243180071177e-112,0.529650408809167,0.405,0.08,5.90639199422638e-108,"0","APOL3"
"ITGA5",8.43125801350279e-112,0.541042599690896,0.434,0.092,1.59485676583419e-107,"0","ITGA5"
"ASAP1",1.43080816918911e-111,0.595001007988922,0.493,0.13,2.70651673283811e-107,"0","ASAP1"
"NOTCH1",8.02014464186264e-111,0.387341271133696,0.278,0.029,1.51709056045474e-106,"0","NOTCH1"
"HMBOX1",1.44408957412935e-110,0.463259316393433,0.329,0.049,2.73163983842308e-106,"0","HMBOX1"
"TAOK2",8.21620874499324e-109,0.371132586250878,0.287,0.033,1.55417804620292e-104,"0","TAOK2"
"SNX3",8.95715137810675e-109,0.809708275543146,0.906,0.591,1.69433475468267e-104,"0","SNX3"
"VWA1",1.54159788583866e-108,0.584845120244369,0.371,0.068,2.91608656085241e-104,"0","VWA1"
"EEF1A1",2.54325181591689e-108,0.801527735971657,1,0.993,4.81081513498838e-104,"0","EEF1A1"
"FABP4",3.85388899365832e-108,1.65032349792658,0.441,0.099,7.29001642040408e-104,"0","FABP4"
"RGL2",1.14258559767311e-107,0.479316543066161,0.399,0.081,2.16131491655845e-103,"0","RGL2"
"EIF1",1.46235110996798e-107,0.705601034026323,0.997,0.995,2.76618335961544e-103,"0","EIF1"
"FEZ2",1.73024673516929e-107,0.588179742132908,0.489,0.132,3.27293472424624e-103,"0","FEZ2"
"RALB",2.2548678688254e-107,0.477297439892031,0.377,0.071,4.26530806067012e-103,"0","RALB"
"PXN",2.55815269673645e-107,0.40684946918672,0.293,0.036,4.83900164114666e-103,"0","PXN"
"PRKCDBP",4.78020969512159e-107,0.684888035378917,0.625,0.209,9.04224465929201e-103,"0","PRKCDBP"
"ZBTB16",6.76264234433396e-107,0.708917720977899,0.532,0.152,1.27922142585421e-102,"0","ZBTB16"
"HTRA1",9.11911181474804e-107,0.552509098370492,0.409,0.087,1.72497119087774e-102,"0","HTRA1"
"C4orf32",1.23408110615911e-106,0.615316938960934,0.406,0.088,2.33438782041057e-102,"0","C4orf32"
"DLC1",1.3484502901733e-106,0.568377997537912,0.439,0.099,2.55072856889182e-102,"0","DLC1"
"SMTN",6.36898850174687e-106,0.566350943909662,0.463,0.112,1.20475786499044e-101,"0","SMTN"
"GABARAPL2",8.80017515845166e-106,0.720749110465868,0.767,0.361,1.66464113297272e-101,"0","GABARAPL2"
"IFI44L",1.91169620235328e-105,0.438433154580014,0.288,0.035,3.61616453637146e-101,"0","IFI44L"
"SERPINB6",4.55497322224858e-105,0.700305341116909,0.577,0.201,8.61618734720541e-101,"0","SERPINB6"
"TNFRSF1A",2.1305198397612e-104,0.627393197687353,0.547,0.17,4.03009132889229e-100,"0","TNFRSF1A"
"CCNL1",2.45727055897915e-104,1.01921027611269,0.738,0.391,4.64817298936497e-100,"0","CCNL1"
"PLCB1",3.98883470601543e-104,0.368868269692518,0.288,0.036,7.54527972989878e-100,"0","PLCB1"
"ARL2",4.99980786172276e-104,0.624550044554669,0.58,0.196,9.45763655123478e-100,"0","ARL2"
"PNP",8.63227259518665e-104,0.540103119817083,0.376,0.075,1.63288068410551e-99,"0","PNP"
"C8orf4",1.0325237120988e-103,0.916068810762119,0.511,0.149,1.95312185380609e-99,"0","C8orf4"
"ETS1",1.75189221005523e-103,0.557388334136275,0.442,0.104,3.31387930454046e-99,"0","ETS1"
"JAG1",2.19172263584564e-103,0.800569464590338,0.455,0.114,4.14586253796561e-99,"0","JAG1"
"CMIP",2.540463550342e-103,0.462409922247495,0.368,0.07,4.80554085182693e-99,"0","CMIP"
"CDC42EP3",7.17703644108988e-103,0.519099152237067,0.404,0.086,1.35760821319656e-98,"0","CDC42EP3"
"STAB1",1.15437996411835e-102,0.396319927370494,0.274,0.032,2.18362514012626e-98,"0","STAB1"
"PGM2L1",1.17275724767676e-102,0.43419685079097,0.306,0.044,2.21838760970536e-98,"0","PGM2L1"
"SEPN1",2.21010112288361e-102,0.400249518867633,0.314,0.047,4.18062728404663e-98,"0","SEPN1"
"EVA1C",8.1213334288177e-102,0.375616885848768,0.274,0.032,1.53623143139516e-97,"0","EVA1C"
"HLA-B",1.47369833279391e-101,0.754401112350334,0.999,0.936,2.78764776631296e-97,"0","HLA-B"
"ABCG2",1.63544032853158e-101,0.387181637481691,0.251,0.025,3.09359892545034e-97,"0","ABCG2"
"SNHG7",9.21645907476706e-101,0.64228887820985,0.59,0.206,1.74338539858294e-96,"0","SNHG7"
"RPS4Y1",1.25534638816582e-100,0.814041318372161,0.814,0.407,2.37461322785447e-96,"0","RPS4Y1"
"RAPGEF2",4.13784410645925e-100,0.463244337940804,0.353,0.067,7.82714591177831e-96,"0","RAPGEF2"
"PDLIM1",8.50572555341629e-100,0.749258792440605,0.643,0.245,1.60894304568422e-95,"0","PDLIM1"
"HLA-A",1.27424802356495e-99,0.756824287463724,0.996,0.932,2.41036756137545e-95,"0","HLA-A"
"FUS",1.2900618564796e-99,0.841325509651517,0.8,0.427,2.44028100771682e-95,"0","FUS"
"ICA1",1.76646085528301e-99,0.36829878231143,0.274,0.034,3.34143735385334e-95,"0","ICA1"
"SH2D3C",2.53152252588581e-99,0.3288760174941,0.26,0.029,4.7886280099656e-95,"0","SH2D3C"
"RPS6",3.27000414211852e-99,0.623727631644921,0.999,0.998,6.1855398352314e-95,"0","RPS6"
"MPZL2",4.04648626734052e-99,0.504087332647118,0.295,0.042,7.65433342330133e-95,"0","MPZL2"
"RGCC",1.0880084898998e-98,0.878214608484535,0.514,0.16,2.05807685949446e-94,"0","RGCC"
"NFIA",1.9023230881089e-98,0.597954887036139,0.533,0.166,3.59843435346679e-94,"0","NFIA"
"TMEM109",1.00274438735509e-97,0.580166198199731,0.512,0.16,1.89679128312088e-93,"0","TMEM109"
"ODF2L",1.30792792108978e-97,0.510413465312806,0.448,0.115,2.47407645553342e-93,"0","ODF2L"
"FLI1",1.50282672150478e-97,0.372998432497513,0.307,0.047,2.84274702639843e-93,"0","FLI1"
"FRMD4B",2.10089851513912e-97,0.42566424321329,0.366,0.071,3.97405963123715e-93,"0","FRMD4B"
"ABI3",2.13950199246833e-96,0.426354117781711,0.333,0.058,4.04708196895309e-92,"0","ABI3"
"MAP3K11",1.80017651639365e-95,0.468449019103606,0.372,0.079,3.40521389841022e-91,"0","MAP3K11"
"ABCG1",2.14158031636877e-95,0.350110233267379,0.266,0.033,4.05101332644317e-91,"0","ABCG1"
"AGRN",2.385770101184e-95,0.402395019944987,0.336,0.061,4.51292272339965e-91,"0","AGRN"
"TMEM47",2.78910374829289e-95,0.47421704721415,0.377,0.08,5.27586865027082e-91,"0","TMEM47"
"LIMA1",2.88898666419565e-95,0.542804982195103,0.456,0.125,5.46480717399249e-91,"0","LIMA1"
"MYL12A",3.91555656048895e-95,0.756176257830681,0.95,0.645,7.40666678982089e-91,"0","MYL12A"
"IRF1",4.59176716202144e-95,1.17946159557168,0.713,0.357,8.68578676367975e-91,"0","IRF1"
"DUSP1",1.20298600544624e-94,0.85392377628363,0.866,0.488,2.27556832790212e-90,"0","DUSP1"
"WASF2",2.32270049743754e-94,0.648624665975875,0.609,0.233,4.39362026095286e-90,"0","WASF2"
"ADAMTS1",2.83649273918986e-94,0.693632792157358,0.475,0.128,5.36550966545155e-90,"0","ADAMTS1"
"TRIOBP",6.32446952619975e-94,0.42359046144952,0.361,0.074,1.19633665557594e-89,"0","TRIOBP"
"IFI16",9.15042900813298e-94,0.665017358821456,0.652,0.267,1.73089515117843e-89,"0","IFI16"
"HMGB1",1.10653663652465e-93,0.587723763114464,0.983,0.792,2.09312470165003e-89,"0","HMGB1"
"ARHGEF12",1.49147714501812e-92,0.509733996118791,0.461,0.131,2.82127816751628e-88,"0","ARHGEF12"
"TPT1",2.21727396422346e-92,0.778790504065173,1,0.976,4.1941954307251e-88,"0","TPT1"
"HES1",4.03851342598537e-92,0.619750213847389,0.574,0.191,7.63925199659393e-88,"0","HES1"
"TTC28",4.09105382132233e-92,0.363742785560476,0.259,0.033,7.73863740841332e-88,"0","TTC28"
"SEMA4A",5.05236071928472e-92,0.589485086691086,0.362,0.08,9.55704553659897e-88,"0","SEMA4A"
"CTNND1",6.85397665798004e-92,0.445333926228755,0.379,0.085,1.2964982246235e-87,"0","CTNND1"
"BST2",1.56505903549965e-91,0.784647518731401,0.869,0.513,2.96046567155114e-87,"0","BST2"
"COX7A1",1.83081545601364e-91,0.492679302444465,0.494,0.137,3.46317051659539e-87,"0","COX7A1"
"TSPAN13",2.64395161038531e-91,0.574127718634066,0.405,0.103,5.00129886620485e-87,"0","TSPAN13"
"WSB1",2.6687770129447e-91,0.762941032118066,0.7,0.331,5.04825859768619e-87,"0","WSB1"
"CD320",3.53330660876372e-91,0.571770131723295,0.47,0.14,6.68360278113746e-87,"0","CD320"
"NNMT",1.6183072383093e-90,0.593343866895156,0.435,0.111,3.06118997198587e-86,"0","NNMT"
"TCF7L1",3.40275377774479e-90,0.353630040351637,0.253,0.032,6.43664904598204e-86,"0","TCF7L1"
"PPM1F",4.68792036880056e-90,0.340177329911642,0.251,0.031,8.86767016962313e-86,"0","PPM1F"
"KLF7",5.77713752091686e-90,0.352374933247611,0.26,0.035,1.09280333345663e-85,"0","KLF7"
"RAB11A",8.63635319506741e-90,0.651785839786514,0.616,0.251,1.63365257037895e-85,"0","RAB11A"
"ICAM1",1.22954729018344e-89,0.782307406574673,0.485,0.155,2.32581165411099e-85,"0","ICAM1"
"RSRP1",1.29804941951285e-89,0.624365661763744,0.628,0.25,2.45539028195051e-85,"0","RSRP1"
"SERPINH1",5.27190087717463e-89,0.434112055094189,0.696,0.272,9.97232769926353e-85,"0","SERPINH1"
"EFCAB14",9.55044179321689e-89,0.499971347249734,0.408,0.105,1.80656156960491e-84,"0","EFCAB14"
"CAV2",2.03734904294625e-88,0.541201618836001,0.567,0.195,3.85384944963713e-84,"0","CAV2"
"PKIG",6.05997451808245e-88,0.603591128394025,0.528,0.182,1.14630477984048e-83,"0","PKIG"
"CD99",6.28008254325177e-88,0.691601072674473,0.854,0.507,1.1879404138815e-83,"0","CD99"
"KIFC3",1.08054585981623e-87,0.337610386555288,0.266,0.038,2.04396054842838e-83,"0","KIFC3"
"INTS6",1.26115896256417e-87,0.650549733233985,0.497,0.161,2.38560829358639e-83,"0","INTS6"
"GBP4",1.55294774228247e-87,0.466625900866811,0.395,0.098,2.93755594930152e-83,"0","GBP4"
"ARGLU1",2.09633134746661e-87,0.776767897526627,0.77,0.413,3.96542037686783e-83,"0","ARGLU1"
"GNB1",2.34586452929507e-87,0.52628000338928,0.497,0.163,4.43743734361456e-83,"0","GNB1"
"FBN1",6.68459422737403e-87,0.381649128069708,0.267,0.039,1.26445784405007e-82,"0","FBN1"
"FLOT1",9.57221884840092e-87,0.565704097773725,0.57,0.216,1.81068091736352e-82,"0","FLOT1"
"FXYD5",1.09614211137736e-86,0.627975384507121,0.707,0.296,2.07346241788141e-82,"0","FXYD5"
"TSC22D2",2.06690413678336e-86,0.497031326984172,0.412,0.109,3.9097558651394e-82,"0","TSC22D2"
"YES1",4.12658464638706e-86,0.410310042964479,0.326,0.065,7.80584751710577e-82,"0","YES1"
"PRMT1",1.80459433475517e-85,0.630252137240921,0.579,0.232,3.41357064362288e-81,"0","PRMT1"
"YWHAB",2.28101190276255e-85,0.711917855322659,0.803,0.489,4.31476211526563e-81,"0","YWHAB"
"TINAGL1",2.78650244285174e-85,0.398469051640172,0.563,0.167,5.27094802089836e-81,"0","TINAGL1"
"CNRIP1",4.10962801493633e-85,0.324055818883769,0.26,0.038,7.77377235305355e-81,"0","CNRIP1"
"CD151",4.33769068350792e-85,0.638216365002739,0.737,0.344,8.20517569692358e-81,"0","CD151"
"DDX3X",5.31488821275452e-85,0.765366035496848,0.678,0.333,1.00536425432465e-80,"0","DDX3X"
"RILPL2",7.57487853518745e-85,0.487642437178329,0.496,0.152,1.43286402371606e-80,"0","RILPL2"
"PVRL2",1.15364994495775e-84,0.510502029919009,0.521,0.178,2.18224423588207e-80,"0","PVRL2"
"CHMP3",1.17196118867828e-84,0.484227979178146,0.5,0.162,2.21688178450383e-80,"0","CHMP3"
"LTC4S",1.22656208713444e-84,0.391372843900554,0.253,0.036,2.32016484402351e-80,"0","LTC4S"
"GADD45B",1.99587590965607e-84,0.978170954159989,0.821,0.522,3.77539887070543e-80,"0","GADD45B"
"CSRNP1",2.05896496317388e-84,0.631288915314621,0.528,0.185,3.89473812433971e-80,"0","CSRNP1"
"AHNAK",6.81818129895966e-84,0.574773646020308,0.584,0.227,1.28972717451121e-79,"0","AHNAK"
"SAT1",7.5925035854388e-84,1.57285307587841,0.905,0.705,1.4361979782216e-79,"0","SAT1"
"MAP4",7.74655889272707e-84,0.534280652321569,0.496,0.162,1.46533908014825e-79,"0","MAP4"
"ARHGEF7",3.64401491615349e-83,0.447765570235862,0.36,0.084,6.89301861539594e-79,"0","ARHGEF7"
"CTNNA1",8.43960071146255e-83,0.518056830447297,0.481,0.157,1.59643487058026e-78,"0","CTNNA1"
"MGLL",1.07920264464219e-82,0.655466788476803,0.497,0.175,2.04141972260517e-78,"0","MGLL"
"RPL23",1.08379675251908e-82,0.619102073278421,0.986,0.9,2.05010993706509e-78,"0","RPL23"
"TNFAIP8L1",1.44969783545631e-82,0.399416012646202,0.293,0.054,2.74224842554916e-78,"0","TNFAIP8L1"
"SMAGP",1.8021359112031e-82,0.378997622116238,0.302,0.058,3.40892028963179e-78,"0","SMAGP"
"ELMO1",1.93477685491694e-82,0.434550461939036,0.387,0.098,3.65982389876088e-78,"0","ELMO1"
"PPP1R15A",4.88462528428512e-82,0.75843942214427,0.894,0.616,9.23975718775374e-78,"0","PPP1R15A"
"RBMS1",7.4405531464008e-82,0.484858551246844,0.488,0.155,1.40745503317318e-77,"0","RBMS1"
"MACF1",1.67574520678502e-81,0.511472762170348,0.497,0.165,3.16983963315454e-77,"0","MACF1"
"CSNK1A1",4.71747775312693e-81,0.647994440497207,0.643,0.296,8.9235809178149e-77,"0","CSNK1A1"
"PINK1",7.87338553999398e-81,0.369196249009464,0.295,0.056,1.48932960874526e-76,"0","PINK1"
"FRMD8",8.65204968677635e-81,0.343987819855606,0.263,0.042,1.63662171875061e-76,"0","FRMD8"
"VAMP3",1.24807182166227e-80,0.443134526064138,0.426,0.123,2.36085265785635e-76,"0","VAMP3"
"RASAL2",1.93519321754964e-80,0.390254020224338,0.317,0.066,3.66061149031691e-76,"0","RASAL2"
"CCNY",2.36302993671352e-80,0.421681861390751,0.353,0.084,4.46990742828729e-76,"0","CCNY"
"TSPAN9",2.51072319955144e-80,0.361655611655857,0.277,0.048,4.7492840042715e-76,"0","TSPAN9"
"TMOD3",3.78203360462676e-80,0.514914432049873,0.463,0.15,7.15409476651198e-76,"0","TMOD3"
"FRMD4A",4.90075128724723e-80,0.366792572781349,0.314,0.063,9.27026113495685e-76,"0","FRMD4A"
"AFF4",5.25362332757996e-80,0.522762970724146,0.508,0.179,9.93775388645025e-76,"0","AFF4"
"MYL6",7.80510764189557e-80,0.555058558064159,0.999,0.917,1.47641416154097e-75,"0","MYL6"
"PRKCH",9.77957559017946e-80,0.341151244124829,0.314,0.062,1.84990451863835e-75,"0","PRKCH"
"RP11-382A20.3",1.12778309543852e-79,0.336642427877883,0.273,0.046,2.13331450333151e-75,"0","RP11-382A20.3"
"ECE1",4.31176658491779e-79,0.451191612503074,0.376,0.098,8.15613767203049e-75,"0","ECE1"
"ZC3HAV1",6.58631430625837e-79,0.684869955519465,0.519,0.191,1.24586721417183e-74,"0","ZC3HAV1"
"AP1S2",1.61864965043176e-78,0.431188467640787,0.512,0.171,3.06183767875672e-74,"0","AP1S2"
"NEDD9",1.62854638985636e-78,0.525347900757628,0.474,0.158,3.08055835105229e-74,"0","NEDD9"
"C10orf10",3.60911465126541e-78,0.922844572270174,0.442,0.142,6.82700127433364e-74,"0","C10orf10"
"KCTD12",6.53794149927866e-78,0.858892959419404,0.292,0.059,1.23671701400355e-73,"0","KCTD12"
"GUK1",3.5237186696699e-77,0.608634800532936,0.938,0.75,6.66546623554758e-73,"0","GUK1"
"PROCR",4.23713615582184e-77,0.343721161346808,0.317,0.065,8.0149667523526e-73,"0","PROCR"
"ENTPD1",6.15890360663522e-77,0.43524141258041,0.404,0.113,1.16501820623112e-72,"0","ENTPD1"
"PLAT",1.24555417163215e-76,0.613210049519547,0.364,0.092,2.35609027105937e-72,"0","PLAT"
"RPS3A",1.56784647707863e-76,0.568342576739054,0.999,0.978,2.96573839604195e-72,"0","RPS3A"
